"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","50.2","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","51.3","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","51.3","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","51.7","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","52.9","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","53.7","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","53.9","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","53.2","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","52.7","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","53.4","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","54.6","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","54.6","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","55.5","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","57.5","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","57.3","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","57.7","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","58.7","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","58.8","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","59.2","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","64.6","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","61.0","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","60.4","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Business sector industries, excluding farms","Chained (2017) dollars per hour","446","units","0","v111384398","1.7.287","59.1","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","44.3","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","45.3","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","46.9","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","48.9","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","49.8","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","50.8","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","50.9","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","51.3","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","52.5","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","53.3","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","53.5","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","53.0","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","52.5","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","53.2","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","54.4","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","54.4","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","55.5","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","57.6","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","57.5","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","57.9","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","58.9","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","59.1","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","59.4","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","64.7","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","61.0","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","60.7","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Business sector industries, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384399","1.7.288","59.4","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","38.1","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","38.9","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","39.8","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","41.3","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","42.8","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","43.7","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","43.9","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","44.2","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","45.5","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","46.8","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","47.4","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","46.9","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","47.3","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","47.5","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","48.5","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","48.7","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","49.4","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","51.0","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","50.9","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","51.2","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","52.3","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","52.3","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","53.1","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","58.0","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","55.0","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","55.0","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Service-producing businesses, excluding private households","Chained (2017) dollars per hour","446","units","0","v111384400","1.7.289","54.3","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","63.9","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","66.5","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","70.2","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","72.9","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","72.3","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","74.4","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","74.1","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","75.1","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","77.1","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","78.4","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","79.2","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","80.7","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","79.0","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","81.4","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","83.4","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","82.9","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","85.1","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","90.4","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","91.3","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","92.6","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","93.6","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","93.7","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","93.8","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","99.0","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","95.7","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","95.6","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Industrial production","Chained (2017) dollars per hour","446","units","0","v111384401","1.7.290","91.9","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","57.6","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","59.8","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","61.7","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","66.5","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","66.9","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","69.4","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","68.0","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","68.9","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","70.1","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","70.8","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","70.6","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","72.3","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","70.7","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","71.0","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","71.4","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","72.0","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","74.3","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","76.3","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","79.1","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","79.0","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","78.8","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","78.5","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","77.5","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","82.2","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","82.9","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","82.2","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Non-durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384402","1.7.291","75.7","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","41.9","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","44.4","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","48.1","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","51.0","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","49.9","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","50.6","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","50.1","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","51.5","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","54.0","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","55.5","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","55.3","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","55.7","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","52.8","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","55.6","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","58.4","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","59.7","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","59.8","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","62.2","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","60.5","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","60.4","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","61.2","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","61.7","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","62.4","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","63.6","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","57.9","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","60.4","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Durable manufacturing industries","Chained (2017) dollars per hour","446","units","0","v111384403","1.7.292","63.6","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","257.5","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","268.3","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","284.8","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","264.3","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","249.5","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","267.7","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","252.7","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","242.3","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","231.2","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","220.0","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","219.9","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","209.0","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","203.1","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","196.4","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","192.0","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","188.0","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","193.0","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","212.2","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","233.6","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","261.9","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","254.6","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","251.9","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","256.4","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","283.5","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","269.3","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","263.0","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Energy sector","Chained (2017) dollars per hour","446","units","0","v111384404","1.7.293","248.2","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","46.5","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","48.2","","","","1"
